Operação Comercial (Realizado),Leilão,Comercialização,CEG,Tipo de Geração,Origem de Combustível,UF,Usina,UG,Potência Liberada (MW)
2019-02-02 00:00:00,06/2014,ACR,EOL.CV.RN.033645-9.01,EOL,Eólica,RN,São Miguel II,1 a 10,21
2019-02-05 00:00:00,09/2015,ACR,UFV.RS.BA.033929-6.01,UFV,Solar,BA,Juazeiro Solar II,"19,20,22 e 27",4
2019-02-05 00:00:00,09/2015,ACR,UFV.RS.BA.033929-6.01,UFV,Solar,BA,Juazeiro Solar II,21,1
2019-02-06 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031755-1.01,EOL,Eólica,BA,Umburanas 16,1 a 10,25
2019-02-06 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031832-9.01,EOL,Eólica,BA,Umburanas 8,1 a 10,25
2019-02-06 00:00:00,06/2014,ACR,EOL.CV.BA.033634-3.01,EOL,Eólica,BA,Umburanas 17,1 a 9,22.5
2019-02-06 00:00:00,08/2015,ACR,UFV.RS.TO.033608-4.01,UFV,Solar,TO,Sol Maior 2,1 a 40,5
2019-02-08 00:00:00,03/2018,ACR,UHE.PH.PR.030923-0.01,UHE,Hídrica,PR,Baixo Iguaçu,02,116.733
2019-02-09 00:00:00,09/2015,ACR,UFV.RS.MG.034000-6.01,UFV,Solar,MG,Paracatu 2,1 a 33,33
2019-02-14 00:00:00,06/2014,ACR,EOL.CV.RN.033644-0.01,EOL,Eólica,RN,São Miguel I,1 a 10,21
2019-02-14 00:00:00,06/2014,ACR,EOL.CV.RN.033647-5.01,EOL,Eólica,RN,São Miguel III,1 a 10,21
2019-02-15 00:00:00,09/2015,ACR,UFV.RS.BA.033929-6.01,UFV,Solar,BA,Juazeiro Solar II,"23,25,26,29 e 30",5
2019-02-20 00:00:00,09/2015,ACR,UFV.RS.BA.033929-6.01,UFV,Solar,BA,Juazeiro Solar II,24 e 28,2
2019-02-21 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031744-6.01,EOL,Eólica,BA,Umburanas 11,1 a 6,15
2019-02-21 00:00:00,03/2018,ACR,UHE.PH.PR.030923-0.01,UHE,Hídrica,PR,Baixo Iguaçu,01,116.733
2019-02-22 00:00:00,06/2014,ACR,EOL.CV.BA.033635-1.01,EOL,Eólica,BA,Umburanas 19,1 a 10,25
2019-02-23 00:00:00,04/2015,ACR,PCH.PH.MG.028426-2.01,PCH,Hídrica,MG,Fortuna II,02,3
2019-02-23 00:00:00,03/2015,ACR,PCH.PH.MS.029260-5.01,PCH,Hídrica,MS,Verde 4,02,9.5
2019-02-23 00:00:00,09/2015,ACR,UFV.RS.BA.033931-8.01,UFV,Solar,BA,Juazeiro Solar IV,23 a 24,2
2019-03-01 00:00:00,06/2014,ACR,EOL.CV.BA.033639-4.01,EOL,Eólica,BA,Umburanas 25,1 a 7,17.5
2019-03-02 00:00:00,03/2016,ACR,PCH.PH.PR.029411-0.01,PCH,Hídrica,PR,Covó,01,2.5
2019-03-02 00:00:00,03/2016,ACR,PCH.PH.PR.029411-0.01,PCH,Hídrica,PR,Covó,02,2.5
2019-03-02 00:00:00,09/2015,ACR,UFV.RS.CE.034745-0.02,UFV,Solar,CE,Sol do Futuro I (Steelcons Sol do Futuro I),1 a 20,22.5
2019-03-02 00:00:00,09/2015,ACR,UFV.RS.CE.034746-9.02,UFV,Solar,CE,Sol do Futuro II (Antiga Steelcons Sol do Futuro III),1 a 24,27
2019-03-02 00:00:00,09/2015,ACR,UFV.RS.CE.034747-7.02,UFV,Solar,CE,Sol do Futuro III (Antiga Steelcons Sol do Futuro III),1 a 24,27
2019-03-08 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031752-7.01,EOL,Eólica,BA,Umburanas 13,1 a 8,20
2019-03-09 00:00:00,09/2015,ACR,UFV.RS.CE.034745-0.02,UFV,Solar,CE,Sol do Futuro I (Steelcons Sol do Futuro I),21 a 22,2.25
2019-03-09 00:00:00,03/2010,ACR,UHE.PH.MT.030422-0.01,UHE,Hídrica,MT,Colíder,01,100
2019-03-09 00:00:00,Nenhum,Fora do ACR,UTE.FL.MA.028917-5.01,UTE,Biomassa,MA,Viena,2,5
2019-03-13 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031743-8.01,EOL,Eólica,BA,Umburanas 9,1 a 7,17.5
2019-03-13 00:00:00,06/2014,ACR,EOL.CV.BA.033637-8.01,EOL,Eólica,BA,Umburanas 23,1 a 6,15
2019-03-13 00:00:00,04/2015,ACR,UTE.AI.RS.034046-4.01,UTE,Biomassa,RS,São Sepé,1,8
2019-03-15 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031756-0.01,EOL,Eólica,BA,Umburanas 18,1 a 3,7.5
2019-03-19 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031742-0.01,EOL,Eólica,BA,Umburanas 10,1 a 8,20
2019-03-21 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031796-9.01,EOL,Eólica,BA,Umburanas 6,1 a 8,20
2019-03-21 00:00:00,Nenhum,Fora do ACR,PCH.PH.SC.002673-5.04,PCH,Hídrica,SC,Salto Santo Antônio,01,4.5
2019-03-21 00:00:00,Nenhum,Fora do ACR,PCH.PH.SC.002673-5.04,PCH,Hídrica,SC,Salto Santo Antônio,02,4.5
2019-03-30 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031737-3.01,EOL,Eólica,BA,Umburanas 5,1 a 4,10
2019-03-30 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031737-3.01,EOL,Eólica,BA,Umburanas 5,5 a 7,7.5
2019-04-06 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031740-3.01,EOL,Eólica,BA,Umburanas 2,1 a 10,25
2019-04-06 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031754-3.01,EOL,Eólica,BA,Umburanas 15,1 a 8,20
2019-04-09 00:00:00,06/2014,ACR,EOL.CV.RN.033643-2.01,EOL,Eólica,RN,São Bento do Norte III,1 a 11,23.1
2019-04-10 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031741-1.01,EOL,Eólica,BA,Umburanas 3,1 a 8,20
2019-04-10 00:00:00,03/2018,ACR,UHE.PH.PR.030923-0.01,UHE,Hídrica,PR,Baixo Iguaçu,03,116.733
2019-04-17 00:00:00,08/2014,ACR,EOL.CV.RN.030700-9.01,EOL,Eólica,RN,GE Jangada,1 a 2,4.2
2019-04-17 00:00:00,08/2014,ACR,EOL.CV.RN.032356-0.01,EOL,Eólica,RN,Potiguar,1 a 3,6.3
2019-04-18 00:00:00,09/2015,ACR,UFV.RS.PE.034305-6.01,UFV,Solar,PE,Fazenda Esmeralda,1 a 3,6
2019-04-24 00:00:00,Nenhum,Fora do ACR,EOL.CV.BA.031738-1.01,EOL,Eólica,BA,Umburanas 1,1 a 10,25
2019-04-24 00:00:00,06/2014,ACR,EOL.CV.BA.033626-2.01,EOL,Eólica,BA,Laranjeiras III,1 a 10,25
2019-04-24 00:00:00,06/2014,ACR,EOL.CV.BA.033627-0.01,EOL,Eólica,BA,Laranjeiras IX,1 a 10,25
2019-04-24 00:00:00,Nenhum,Fora do ACR,UTE.AI.MS.027385-6.01,UTE,Biomassa,MS,Sonora,1,10
2019-04-26 00:00:00,09/2015,ACR,UFV.RS.PE.034305-6.01,UFV,Solar,PE,Fazenda Esmeralda,4 e 5,4
2019-04-27 00:00:00,01/2016,ACR,PCH.PH.MT.029045-9.01,PCH,Hídrica,MT,Água Brava,1 a 2,8.7
2019-04-27 00:00:00,01/2016,ACR,PCH.PH.MT.029045-9.01,PCH,Hídrica,MT,Água Brava,3,4.35
2019-05-01 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 13,611.11
2019-05-07 00:00:00,03/2010,ACR,UHE.PH.MT.030422-0.01,UHE,Hídrica,MT,Colíder,02,100
2019-05-07 00:00:00,Nenhum,Fora do ACR,UTE.RU.RJ.040566-3.01,UTE,Biomassa,RJ,Nova Iguaçu,1 a 6,8.466
2019-05-07 00:00:00,Nenhum,Fora do ACR,UTE.RU.RJ.040566-3.01,UTE,Biomassa,RJ,Nova Iguaçu,7,1.411
2019-05-07 00:00:00,Nenhum,Fora do ACR,UTE.RU.RJ.040566-3.01,UTE,Biomassa,RJ,Nova Iguaçu,8 a 12,7.055
2019-05-10 00:00:00,06/2014,ACR,PCH.PH.MT.033386-7.01,PCH,Hídrica,MT,Lajari,02,10.44
2019-05-10 00:00:00,06/2014,ACR,PCH.PH.MT.033386-7.01,PCH,Hídrica,MT,Lajari,1,10.44
2019-05-22 00:00:00,03/2016,ACR,PCH.PH.PR.034438-9.01,PCH,Hídrica,PR,Pulo,1 e 2,8.4
2019-05-23 00:00:00,09/2015,ACR,UFV.RS.CE.034745-0.02,UFV,Solar,CE,Sol do Futuro I (Steelcons Sol do Futuro I),23 a 24,2.25
2019-05-24 00:00:00,04/2015,ACR,PCH.PH.MG.028426-2.01,PCH,Hídrica,MG,Fortuna II,03,3
2019-05-24 00:00:00,09/2015,ACR,UFV.RS.PE.034305-6.01,UFV,Solar,PE,Fazenda Esmeralda,6 a 11,12
2019-05-28 00:00:00,05/2017,ACR,UTE.AI.SP.028859-4.01,UTE,Biomassa,SP,Pitangueiras,3,45
2019-05-30 00:00:00,04/2015,ACR,PCH.PH.MG.028749-0.01,PCH,Hídrica,MG,Jacaré,01,4.5
2019-06-04 00:00:00,09/2015,ACR,UFV.RS.PE.034305-6.01,UFV,Solar,PE,Fazenda Esmeralda,12 e 13,4
2019-06-05 00:00:00,03/2018,ACR,CGH.PH.PR.034015-4.02,CGH,Hídrica,PR,Ouro Branco,1 e 2,4
2019-06-05 00:00:00,03/2016,ACR,PCH.PH.SC.032516-3.01,PCH,Hídrica,SC,Coração,2,2.3
2019-06-06 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 14,611.11
2019-06-06 00:00:00,04/2017,ACR,UTE.AI.GO.028112-3.01,UTE,Biomassa,GO,Esplanada (Antiga Jalles Machado),3,25
2019-06-12 00:00:00,03/2016,ACR,PCH.PH.SC.032516-3.01,PCH,Hídrica,SC,Coração,1,2.3
2019-06-19 00:00:00,Nenhum,Fora do ACR,PCH.PH.PR.037822-4.01,PCH,Hídrica,PR,Vila Galupo,1 e 2,5.67
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034416-8.01,UTE,Fóssil,RO,Calama – BBF RO,1 a 5,1.694
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034417-6.01,UTE,Fóssil,RO,Conceição da Galera – BBF RO,1 a 7,0.198
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034418-4.01,UTE,Fóssil,RO,Demarcação – BBF RO,1 a 5,0.286
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034419-2.01,UTE,Fóssil,RO,Maici – BBF RO,1 a 4,0.077
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034420-6.01,UTE,Fóssil,RO,Nazaré – BBF RO,1 a 4,0.742
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034421-4.01,UTE,Fóssil,RO,Santa Catarina – BBF RO,1 a 5,0.234
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034422-2.01,UTE,Fóssil,RO,São Carlos – BBF RO,1 a 5,1.682
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034423-0.01,UTE,Fóssil,RO,Pedras Negras BBF RO,1 a 8,0.232
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034424-9.01,UTE,Fóssil,RO,Rolim de Moura do Guaporé – BBF RO,1 a 6,0.662
2019-06-25 00:00:00,10/2015,ACR,UTE.PE.RO.034425-7.01,UTE,Fóssil,RO,Surpresa – BBF RO,1 a 4,0.66
2019-06-28 00:00:00,06/2014,ACR,UTE.CM.RS.032282-2.01,UTE,Fóssil,RS,Pampa Sul,1,345
2019-07-04 00:00:00,09/2015,ACR,UFV.RS.PE.034305-6.01,UFV,Solar,PE,Fazenda Esmeralda,14,2
2019-07-25 00:00:00,04/2015,ACR,PCH.PH.MG.028749-0.01,PCH,Hídrica,MG,Jacaré,02,4.5
2019-07-26 00:00:00,08/2014,ACR,EOL.CV.RN.030702-5.01,EOL,Eólica,RN,GE Maria Helena,3 e 5,4.2
2019-07-26 00:00:00,Nenhum,Fora do ACR,UTE.RU.PE.040643-0.01,UTE,Biomassa,PE,Asja Jaboatão,1 a 8,11.408
2019-07-27 00:00:00,03/2016,ACR,PCH.PH.SC.034743-4.01,PCH,Hídrica,SC,Barrinha,1,1.665
2019-07-27 00:00:00,03/2016,ACR,PCH.PH.SC.034743-4.01,PCH,Hídrica,SC,Barrinha,2,1.665
2019-08-03 00:00:00,02/2016,ACR,UTE.PE.AM.035821-5.01,UTE,Fóssil,AM,Envira - CGA,1 a 13,4.095
2019-08-10 00:00:00,Nenhum,Fora do ACR,UTE.OF.TO.030893-5.02,UTE,Fóssil,TO,Itafós 1,1,8.02
2019-08-14 00:00:00,09/2015,ACR,UFV.RS.SP.034161-4.02,UFV,Solar,SP,Boa Hora 1,1 a 384,23.04
2019-08-14 00:00:00,09/2015,ACR,UFV.RS.SP.034162-2.02,UFV,Solar,SP,Boa Hora 2,1 a 384,23.04
2019-08-14 00:00:00,09/2015,ACR,UFV.RS.SP.034163-0.02,UFV,Solar,SP,Boa Hora 3,1 a 384,23.04
2019-08-15 00:00:00,02/2016,ACR,UTE.PE.AM.037729-5.01,UTE,Fóssil,AM,Manicoré - Powertech,1 a 42,13.65
2019-08-17 00:00:00,08/2014,ACR,EOL.CV.RN.030702-5.01,EOL,Eólica,RN,GE Maria Helena,8,2.1
2019-08-21 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 15,611.11
2019-08-24 00:00:00,08/2014,ACR,UFV.RS.SP.032312-8.01,UFV,Solar,SP,Dracena 1,1 a 8,27
2019-08-24 00:00:00,08/2014,ACR,UFV.RS.SP.032313-6.01,UFV,Solar,SP,Dracena 2,1 a 8,27
2019-08-24 00:00:00,08/2014,ACR,UFV.RS.SP.032315-2.01,UFV,Solar,SP,Dracena 4,1 a 8,27
2019-08-30 00:00:00,05/2017,ACR,EOL.CV.BA.035266-7.01,EOL,Eólica,BA,ZEUS II,1 a 14,29.4
2019-09-14 00:00:00,Nenhum,Fora do ACR,UTE.PE.RR.031982-1.01,UTE,Fóssil,RR,Monte Cristo,36 a 64,29.344
2019-09-17 00:00:00,05/2013,ACR,EOL.CV.BA.031435-8.01,EOL,Eólica,BA,Angical 2,1 a 5,10
2019-09-17 00:00:00,06/2013,ACR,UHE.PH.MT.031428-5.01,UHE,Hídrica,MT,Sinop,02,200.94
2019-09-18 00:00:00,08/2014,ACR,UFV.RS.MG.032323-3.02,UFV,Solar,MG,FCR III Itapuranga,1 a 72,9
2019-09-19 00:00:00,09/2013,ACR,EOL.CV.BA.031518-4.01,EOL,Eólica,BA,Coqueirinho 2,1 a 8,16
2019-09-20 00:00:00,08/2014,ACR,EOL.CV.RN.030702-5.01,EOL,Eólica,RN,GE Maria Helena,4,2.1
2019-09-20 00:00:00,08/2014,ACR,EOL.CV.RN.030702-5.01,EOL,Eólica,RN,GE Maria Helena,6,2.1
2019-09-20 00:00:00,08/2014,ACR,EOL.CV.RN.030702-5.01,EOL,Eólica,RN,GE Maria Helena,7,2.1
2019-09-25 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 16,611.11
2019-09-26 00:00:00,09/2015,ACR,UFV.RS.PE.034305-6.01,UFV,Solar,PE,Fazenda Esmeralda,15,1
2019-10-04 00:00:00,09/2013,ACR,EOL.CV.BA.031511-7.01,EOL,Eólica,BA,Papagaio,1 a 5,10
2019-10-05 00:00:00,04/2019,ACR,UHE.PH.PR.032923-1.01,UHE,Hídrica,PR,Tibagi Montante,01,12
2019-10-10 00:00:00,02/2016,ACR,UTE.PE.AM.037714-7.01,UTE,Fóssil,AM,Manaquiri - COE,1 a 14,6.818
2019-10-10 00:00:00,02/2016,ACR,UTE.PE.AM.037714-7.01,UTE,Fóssil,AM,Manaquiri - COE,15 a 16,2.752
2019-10-10 00:00:00,02/2016,ACR,UTE.PE.AM.037714-7.01,UTE,Fóssil,AM,Manaquiri - COE,17 a 18,0.642
2019-10-12 00:00:00,03/2015,ACR,PCH.PH.MS.032163-0.01,PCH,Hídrica,MS,Bandeirante,1,9.333
2019-10-12 00:00:00,03/2015,ACR,PCH.PH.MS.032163-0.01,PCH,Hídrica,MS,Bandeirante,2,9.333
2019-10-12 00:00:00,03/2016,ACR,PCH.PH.MS.033893-1.01,PCH,Hídrica,MS,Areado,1,9
2019-10-12 00:00:00,03/2016,ACR,PCH.PH.MS.033893-1.01,PCH,Hídrica,MS,Areado,2,9
2019-10-16 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040572-8.01,EOL,Eólica,MA,Delta 7 I,1 a 10,27
2019-10-16 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040573-6.01,EOL,Eólica,MA,Delta 7 II,1 a 4,10.8
2019-10-16 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040573-6.01,EOL,Eólica,MA,Delta 7 II,5,2.7
2019-10-16 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040573-6.01,EOL,Eólica,MA,Delta 7 II,6,2.7
2019-10-16 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040573-6.01,EOL,Eólica,MA,Delta 7 II,7,2.7
2019-10-16 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040573-6.01,EOL,Eólica,MA,Delta 7 II,8 a 13,16.2
2019-10-16 00:00:00,"",ACR,UTE.AI.SP.028063-1.01,UTE,Biomassa,SP,Casa de Força,3 (ISOL),10
2019-10-18 00:00:00,06/2013,ACR,UHE.PH.MT.031428-5.01,UHE,Hídrica,MT,Sinop,01,200.94
2019-10-19 00:00:00,03/2015,ACR,PCH.PH.MS.032163-0.01,PCH,Hídrica,MS,Bandeirante,3,9.333
2019-10-19 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 17,611.11
2019-10-25 00:00:00,01/2018,ACR,CGH.PH.MT.037358-3.01,CGH,Hídrica,MT,Buritizal,1,2.5
2019-10-25 00:00:00,01/2018,ACR,CGH.PH.MT.037358-3.01,CGH,Hídrica,MT,Buritizal,2,2.5
2019-11-01 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040574-4.01,EOL,Eólica,MA,Delta 8 I,"10,12 e 13",8.1
2019-11-01 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040574-4.01,EOL,Eólica,MA,Delta 8 I,3,2.7
2019-11-01 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040574-4.01,EOL,Eólica,MA,Delta 8 I,4 e 5,5.4
2019-11-01 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040574-4.01,EOL,Eólica,MA,Delta 8 I,6a8,8.1
2019-11-01 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040574-4.01,EOL,Eólica,MA,Delta 8 I,9,2.7
2019-11-05 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040574-4.01,EOL,Eólica,MA,Delta 8 I,1 e 2,5.4
2019-11-05 00:00:00,Nenhum,Fora do ACR,EOL.CV.MA.040574-4.01,EOL,Eólica,MA,Delta 8 I,11,2.7
2019-11-09 00:00:00,02/2016,ACR,UTE.PE.AM.035817-7.01,UTE,Fóssil,AM,Ipixuna - CGA,1 a 13,4.095
2019-11-12 00:00:00,Nenhum,Fora do ACR,UTE.RU.PE.040643-0.01,UTE,Biomassa,PE,Asja Jaboatão,9 e 10,2.852
2019-11-13 00:00:00,05/2013,ACR,EOL.CV.BA.031433-1.01,EOL,Eólica,BA,Acauã,1 a 3,6
2019-11-14 00:00:00,10/2013,ACR,EOL.CV.BA.031606-7.01,EOL,Eólica,BA,Tamanduá Mirim 2,1 a 8,16
2019-11-14 00:00:00,09/2015,ACR,UFV.RS.BA.034387-0.01,UFV,Solar,BA,Sobrado 1,1 a 12,24
2019-11-14 00:00:00,08/2014,ACR,UFV.RS.MG.032323-3.02,UFV,Solar,MG,FCR III Itapuranga,73,0.125
2019-11-14 00:00:00,04/2019,ACR,UHE.PH.PR.032923-1.01,UHE,Hídrica,PR,Tibagi Montante,03,12
2019-11-19 00:00:00,09/2015,ACR,UFV.RS.BA.034387-0.01,UFV,Solar,BA,Sobrado 1,14,3
2019-11-20 00:00:00,05/2013,ACR,EOL.CV.BA.031431-5.01,EOL,Eólica,BA,Teiú 2,1 a 4,8
2019-11-20 00:00:00,06/2009,ACR,UHE.PH.PA.030354-2.01,UHE,Hídrica,PA,Belo Monte,Belo Monte 18,611.11
2019-11-21 00:00:00,05/2013,ACR,EOL.CV.BA.031434-0.01,EOL,Eólica,BA,Arapapá,1 e 2,4
2019-11-21 00:00:00,06/2014,ACR,UTE.AI.SP.033380-8.01,UTE,Biomassa,SP,Guarani Cruz Alta 2,1,25
2019-11-22 00:00:00,02/2016,ACR,UTE.PE.AM.035820-7.01,UTE,Fóssil,AM,Uarini - CGA,1 a 12,4.224
2019-11-29 00:00:00,04/2017,ACR,UFV.RS.BA.033469-3.01,UFV,Solar,BA,Sertão Solar Barreiras I,1 a 7,11.83
2019-11-29 00:00:00,04/2017,ACR,UFV.RS.BA.033470-7.01,UFV,Solar,BA,Sertão Solar Barreiras II,1 a 14,23.66
2019-11-29 00:00:00,04/2017,ACR,UFV.RS.BA.033471-5.01,UFV,Solar,BA,Sertão Solar Barreiras III,1 a 14,23.66
2019-11-29 00:00:00,04/2017,ACR,UFV.RS.BA.033473-1.01,UFV,Solar,BA,Sertão Solar Barreiras IV,1 a 14,23.66
2019-11-29 00:00:00,04/2017,ACR,UFV.RS.SP.034206-8.01,UFV,Solar,SP,Água Vermelha IV,1 a 10,15.2
2019-11-29 00:00:00,04/2017,ACR,UFV.RS.SP.034207-6.01,UFV,Solar,SP,Água Vermelha V,1 a 20,30.4
2019-11-29 00:00:00,04/2017,ACR,UFV.RS.SP.034208-4.01,UFV,Solar,SP,Água Vermelha VI,1 a 20,30.4
2019-12-05 00:00:00,04/2017,ACR,UFV.RS.BA.033469-3.01,UFV,Solar,BA,Sertão Solar Barreiras I,8 a 14,11.83
2019-12-06 00:00:00,04/2019,ACR,UHE.PH.PR.032923-1.01,UHE,Hídrica,PR,Tibagi Montante,02,12
2019-12-12 00:00:00,02/2016,ACR,UTE.PE.AM.037722-8.01,UTE,Fóssil,AM,Canutama - COE,1 a 7,3.409
2019-12-12 00:00:00,02/2016,ACR,UTE.PE.AM.037722-8.01,UTE,Fóssil,AM,Canutama - COE,8,1.376
2019-12-12 00:00:00,02/2016,ACR,UTE.PE.AM.037722-8.01,UTE,Fóssil,AM,Canutama - COE,9 e 10,0.642
2019-12-13 00:00:00,09/2015,ACR,UFV.RS.BA.034387-0.01,UFV,Solar,BA,Sobrado 1,13,3
2019-12-17 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031642-3.01,EOL,Eólica,RN,União dos Ventos 15,1 a 2,5.25
2019-12-17 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031642-3.01,EOL,Eólica,RN,União dos Ventos 15,10 a 12,7.875
2019-12-17 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031642-3.01,EOL,Eólica,RN,União dos Ventos 15,3 a 5,7.875
2019-12-17 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031642-3.01,EOL,Eólica,RN,União dos Ventos 15,6 a 7,5.25
2019-12-17 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031642-3.01,EOL,Eólica,RN,União dos Ventos 15,8 a 9,5.25
2019-12-17 00:00:00,Nenhum,Fora do ACR,EOL.CV.RN.031652-0.01,EOL,Eólica,RN,União dos Ventos 16,1 a 11,28.875
2019-12-17 00:00:00,"",ACR,PCH.PH.MT.034966-6.01,PCH,Hídrica,MT,Juí 117,1,6.25
2019-12-17 00:00:00,"",ACR,PCH.PH.MT.034966-6.01,PCH,Hídrica,MT,Juí 117,2,6.25
2019-12-17 00:00:00,Nenhum,Fora do ACR,UTE.FL.MT.040821-2.01,UTE,Biomassa,MT,Inpasa,1,42.3
2019-12-17 00:00:00,"",ACR,UTE.PE.AM.035824-0.01,UTE,Fóssil,AM,Tefé - CGA,1 a 23,24.357
2019-12-18 00:00:00,02/2016,ACR,UTE.PE.AM.035840-1.01,UTE,Fóssil,AM,Benjamin Constant + Atalaia do Norte - CGA,1 a 10,10.59
2019-12-18 00:00:00,02/2016,ACR,UTE.PE.AM.037708-2.01,UTE,Fóssil,AM,Tapauá - COE,1 a 13,6.331
2019-12-18 00:00:00,02/2016,ACR,UTE.PE.AM.037708-2.01,UTE,Fóssil,AM,Tapauá - COE,14,1.376
2019-12-18 00:00:00,02/2016,ACR,UTE.PE.AM.037708-2.01,UTE,Fóssil,AM,Tapauá - COE,15 e 16,0.642
2019-12-20 00:00:00,01/2016,ACR,UTE.FL.SP.035103-2.01,UTE,Biomassa,SP,Predilecta,1,5
2019-12-20 00:00:00,02/2016,ACR,UTE.PE.AM.037704-0.01,UTE,Fóssil,AM,Maués - COE,1 a 30,14.61
2019-12-20 00:00:00,02/2016,ACR,UTE.PE.AM.037704-0.01,UTE,Fóssil,AM,Maués - COE,31 a 41,15.136
2019-12-20 00:00:00,02/2016,ACR,UTE.PE.AM.037704-0.01,UTE,Fóssil,AM,Maués - COE,42 e 43,0.642
2019-12-20 00:00:00,02/2016,ACR,UTE.PE.AM.037725-2.01,UTE,Fóssil,AM,Boca do Acre - COE,1 a 23,11.201
2019-12-20 00:00:00,02/2016,ACR,UTE.PE.AM.037725-2.01,UTE,Fóssil,AM,Boca do Acre - COE,24 a 28,6.88
2019-12-20 00:00:00,02/2016,ACR,UTE.PE.AM.037725-2.01,UTE,Fóssil,AM,Boca do Acre - COE,29 e 30,0.642
2019-12-21 00:00:00,01/2016,ACR,PCH.PH.MT.034865-1.01,PCH,Hídrica,MT,Recanto,1,4.555
2019-12-21 00:00:00,01/2016,ACR,PCH.PH.MT.034865-1.01,PCH,Hídrica,MT,Recanto,2,4.555
2019-12-21 00:00:00,03/2010,ACR,UHE.PH.MT.030422-0.01,UHE,Hídrica,MT,Colíder,03,100
2019-12-21 00:00:00,Nenhum,Fora do ACR,UTE.FL.MT.034035-9.01,UTE,Biomassa,MT,F&S Agri Solutions,2,12.34
2019-12-25 00:00:00,05/2017,ACR,EOL.CV.RN.033753-6.01,EOL,Eólica,RN,Ventos de Vila Acre II,5 e 6,6.93
2019-12-25 00:00:00,05/2017,ACR,EOL.CV.RN.033753-6.01,EOL,Eólica,RN,Ventos de Vila Acre II,7 e 8,6.93
2019-12-25 00:00:00,05/2017,ACR,EOL.CV.RN.033753-6.01,EOL,Eólica,RN,Ventos de Vila Acre II,9,3.465
2019-12-25 00:00:00,05/2017,ACR,PCH.PH.SC.035764-2.01,PCH,Hídrica,SC,Tupitinga,3,9.6
2019-12-25 00:00:00,02/2016,ACR,UTE.PE.AM.037688-4.01,UTE,Fóssil,AM,Mocambo - COE,1 a 3,0.674
2019-12-25 00:00:00,02/2016,ACR,UTE.PE.AM.037688-4.01,UTE,Fóssil,AM,Mocambo - COE,4 e 5,0.148
2019-12-25 00:00:00,02/2016,ACR,UTE.PE.AM.037703-1.01,UTE,Fóssil,AM,Boa Vista dos Ramos + Cametá - COE,1 a 8,3.896
